name,alias,country,region,lat,lon,isni
Ağrı İbrahim Çeçen University,Ağrı Dağı University; ICUA; Zanîngeha Îbrahîm Çeçen a Agiriyê; Ağrı Dağı Üniversitesi; Ağrı Eğitim Fakültesi; Ağrı Üniversitesi,Turkey,Ağrı,39.7178,43.0271,
B. R. Ambedkar Bihar University,Babasaheb Bhimrao Ambedkar Bihar University,India,Bihar,26.1131,85.375,
BPP University,,United Kingdom,,51.505,-0.223056,
BRAC University,ইনডিপেন্ডেন্ট ইউনিভার্সিটি; Bangladesh Rural Advancement Committee University; BRAC University; BRACU,Bangladesh,,23.78019444,90.407175,0000 0001 0746 8691
Baba Ghulam Shah Badshah University,,India,Jammu and Kashmir,33.3938,74.3433,
"Baba Jagan Nath University, NCR",,,,28.6256,76.7477,
Babeș-Bolyai University,UBB; Universitatea Babes-Bolyai; Universitatea Babeș-Bolyai; Клушки универзитет; 克魯日巴比什-波雅依大學; バベシュ=ボーヤイ大学; バベシュ・ボリャイ大学クルジュ,Romania,Cluj-Napoca,46.767777777778,23.591111111111,0000 0004 1937 1397
Bacha Khan University,"Bacha Khan University, Charsadda; Университет Бача Хан; Университет Бача Хана",Pakistan,Charsadda,34.136916666667,71.83825,
Badakhshan University,,Afghanistan,,37.10088,70.5562,
Baekseok University,기독신학교; 백석대; 천안대; 천안대학교,South Korea,,36.84021,127.18322,
Baghdad College for Economic Sciences University,كليه بغداد للعلوم الاقتصاديه الجامعه,Iraq,,33.34083333,44.33472222,
Baghdad Pharmacy College,كليه بغداد للصيدله,Iraq,,33.3497143,44.382707,
Bahauddin Zakariya University,,Pakistan,,30.26361111,71.50972222,
Bahia State University,Museu de ciência e tecnologia da uneb; Uneb; UNEB; Universidade do estado da bahia,Brazil,,-23.55,-46.6333,
Bahir Dar University,ባህር ዳር ዩኒቨርሲቲ; ባሕር ዳር ዩኒቨርስቲ; Bahir Dar University; Université de Bahir Dar,Ethiopia,Bahir Dar,11.59722222,37.39583333,
Bahrain Polytechnic,,Bahrain,,26.165,50.54555556,
Bahçeşehir University,Bahçeşehir Üniversitesi; دانشگاه باغچه شهر,Turkey,,41.041667,29.009444,0000 0001 2331 4764
Baika Women's University,,Japan,,34.84305556,135.53527778,
Baiko Gakuin University,梅光女学院大学; 梅光学院,Japan,,33.9675,130.9325,
Baker University,Baker; BU; Baker U,United States of America,Kansas,38.7775,-95.187777777778,
Baku Academy of Music,Azərbaycan Dövlət Konservatoriyası; Üzeyir Hacıbəyov adına Bakı Musiqi Akademiyası; آکادمی موسیقی حاجی بیف باکو; آکادمی موسیقی حاجی‌بیف باکو; اکادمی موسیقی باکو; اکادمی موسیقی حاجی بیف باکو; اکادمی موسیقی حاجی‌بیف باکو; کنسرواتوار دولتی آذربایجان; کنسرواتوار دولتی اوزیر حاجی‌بیف آذربایجان; کنسرواتوار دولتی حاجی‌بیف آذربایجان; کنسرواتوار موسیقی باکو; کنسرواتوار موسیقی حاجی‌بیف باکو; Азербайджанская государственная консерватория; Азербайджанская консерватория; Бакинская Академия музыки; Бакинская консерватория; Азербайджанська державна консерваторія; Азербайджанська консерваторія; Бакинська консерваторія; Бакінська музична академія,Azerbaijan,Baku,40.39527778,49.88222222,
Baku Slavic University,BSU; M.F.Axundov adına Azərbaycan Dövlət Pedaqoji İnstitutu; Mirzə Fətəli Axundov adına Azərbaycan Pedaqoji Rus Dili və Ədəbiyyatı İnstitutu; Азербайджанский педагогический институт русского языка и литературы им. М. Ф. Ахундова,Azerbaijan,,40.3836,49.8436,
Baku State University,Azərbaycan Dövlət Universiteti; BDU; BDU-nun Hüquq fakültəsi; S.M.Kirov adına Azərbaycan Dövlət Universiteti; Universidad de Bakú; Université de Bakou; Universitas Negara Baku; Азербайджанский государственный университет; Azerbaycan Devlet Üniversitesi; Bakı Dövlət Universiteti; Азербайджанський державний університет; Азербайджанський державний університет імені С. М. Кірова; Бакинський університет,Azerbaijan,Baku,40.373333,49.811111,
"Balakovo Institute of Engineering, Technology and Management",БИТТУ,Russia,,52.02105557,47.77125001,
Baldwin Wallace University,Baldwin Wallace; Baldwin-Wallace; Baldwin-Wallace College; Baldwin-Wallace College; Baldwin-Wallace College; Baldwin Wallace University; Baldwin-Wallace College; Институт Болдуина; Колледж Болдуина-Уоллеса,United States of America,Berea,41.371111111111,-81.847777777778,
Baliapara High School And College,,,,23.8235,89.1065,
Balkh University,,Afghanistan,,35.7038002,51.39500046,
Ball State University,BSU; Ball U; Digital Media Repository; Universidad Ball State; ボール州立大学; Ball State University; Ball State University,United States of America,Indiana,40.1983,-85.4089,
Balseiro Institute,Balseiro,Argentina,,-41.16583333,-71.44416667,
Baltic International Academy,Baltic Russian Institute; Baltijas Krievu institūts; BSA; Балтийская Международная Академия,Latvia,,56.9378,24.1558,
Baltic State Technical University,БГТУ «Военмех» им. Д. Ф. Устинова,Russia,Saint Petersburg,59.9164,30.3167,
Baltic University,,Germany,,53.6431,9.78667,
Banaras Hindu University,"Бенаресский университет; Индуистский университет Бенареса; BHU Banares Hindu University; కాశీ విశ్వవిద్యాలయం; కాశీ హిందూ విశ్వ విద్యాలయము; కాశీ హిందూ విశ్వవిద్యాలయం; బెనారస్ హిందూ విశ్వవిద్యాలయము; କାଶୀ ହିନ୍ଦୁ ବିଶ୍ଵବିଦ୍ୟାଳୟ; バーナラス・ヒンズー大学; バナーラス・ヒンズー大学; Banaras Hindu University; Benaras Hindu University; Benares Hindu University; Bhu; Department of Library and Information Science, Banaras Hindu University, Varanasi; Faculty of Arts,BHU; Institute of Technology BHU; Institute of Technology, Benaras Hindu University; Library & Information Science, BHU; University of Benares; University of Varanasi; Varanasi University; VishwaKarma Hostel; বেনারস হিন্দু বিশ্ববিদ্যালয়; University of Benares; Benares Hindu University; काशी हिंदू विश्वविद्यालय; काशी हिन्दू विश्वविद्यालय; बनारस हिंदू विश्वविद्यालय; बनारस हिन्दू युनिवर्सिटी; बनारस हिन्दू विश्वविद्यालय; Banaras Hindu University; ബനാറസ് ഹിന്ദു സർവകലാശാല; വരാണസി ഹിന്ദു സർവകലാശാല; Banaras hinduuniversitet; Varanasi Hindu University; Varanasi hinduuniversitet; Banaras Hindu University; Бенаресский индусский университет",India,Varanasi,25.2644,82.995,
Banat University of Agricultural Sciences and Veterinary Medicine,USABT; Universite des sciences agricoles du Banat; Universitatea de Ştiinţe Agricole şi Medicină Veterinară a Banatului; Universitatea de Științe Agricole și Medicină Veterinară a Banatului; Universitatea de Ştiinţe Agricole şi Medicină Veterinară a Banatului din Timişoara; USAMVBT,Romania,Timișoara,45.782676,21.216778,
Bangabandhu Sheikh Mujibur Rahman Science and Technology University,,Bangladesh,,22.9661,89.8171,
Bangabandhu Textile Engineering College,,,,24.3759,89.9693,
Bangalore University,BU; बंगलुरु विश्वविद्यालय; బెంగుళూరు యూనివర్సిటీ,India,Karnataka,12.938775,77.50318056,
Bangkok University,ม.กรุงเทพ; วิทยาลัยกรุงเทพ; หอสมุดสุรัตน์ โอสถานุเคราะห์,Thailand,,13.71141667,100.58190833,
Bangkokthonburi University,มหาวิทยาลัยกรุงเทพธนบุรี วิทยาเขตจอมทอง; วิทยาลัยกรุงเทพธนบุรี,Thailand,Thawi Watthana,13.766522,100.346503,
Bangladesh Agricultural Research Institute,,Bangladesh,,24.369122,88.66175,
Bangladesh Agricultural University,Bangladesh agricultural university; Bangladesh Agricultural University; Bangladesh Agriculture University,Bangladesh,,24.722,90.4267,
Bangladesh College of Physicians and Surgeons,,Bangladesh,,23.7775,90.3988,
Bangladesh Computer Society,,,,22.808409,89.556247,
"Bangladesh Home Economics College, Dhaka",,,,23.7529,90.3875,
Bangladesh Islami University,,Bangladesh,,23.7212,90.4287,
Bangladesh Marine Academy,,Bangladesh,,22.2426,91.8391,
Bangladesh Sweden Polytechnic Institute,,,,22.505678,92.211985,
Bangladesh University,ইনডিপেন্ডেন্ট ইউনিভার্সিটি; Bangladesh University,Bangladesh,,23.7629,90.3674,
Bangladesh University of Business and Technology,ইনডিপেন্ডেন্ট ইউনিভার্সিটি; Bangladesh university of business and technology; Bangladesh University of Business and Technology; বাংলাদেশ ব্যবসায় ও প্রযুক্তি বিশ্ববিদ্যালয়,Bangladesh,,23.8065,90.3522,
Bangladesh University of Engineering and Technology,"আহসানউল্লাহ ইঞ্জিনিয়ারিং কলেজ; পানি সম্পদ কৌশল বিভাগ, বাংলাদেশ প্রকৌশল বিশ্ববিদ্যালয়; বাংলাদেশ প্রকৌশল এবং প্রযুক্তি বিশ্ববিদ্যালয়; বুয়েট; BUET",Bangladesh,,23.726996,90.392858,
Bangladesh University of Textiles,College of Textile Engineering and Technology,Bangladesh,,23.7604,90.4001,
Bangor University,"Bangor University; Bangorská universita; Coleg Prifysgol Cymru, Bangor; Coleg Prifysgol Gogledd Cymru; Prifysgol Cymru Bangor; Prifysgol Cymru, Bangor; Universidad de bangor; Bangorreko Unibertsitatea; Bangor University; Бангорський Університет; 班格爾大學; バンガー大学; バンゴア大学; University College of North Wales; University of Wales at Bangor",United Kingdom,Bangor,53.2289,-4.1301,
